,Word,Count
1611,suroso,23
1612,tempel,54
1613,sticker,4
1614,lintas,91
1615,ajun,79
1616,komisaris,82
1617,dodik,5
1618,suwarno,5
1619,komando,225
1620,rayon,121
1621,militer,220
1622,0821,9
1623,tat,624
1624,dhimas,32
1625,adji,32
1626,waluyo,35
1627,hendra,15
1628,soegihartono,4
1629,agus,101
1630,supono,2
1631,pantau,306
1632,kawasan,81
1633,jual,183
1634,takjil,7
1635,wajah,23
1636,kendati,18
1637,longar,389
1638,suasana,63
1639,infopku,6
1640,pekanbaru,34
1641,lawancorona,18
1642,parepare,8
1643,54,23
1644,luncur,108
1645,triliun,433
1646,jangal,10
1647,shg,5
1648,tameng,9
1649,begal,9
1650,banyak,164
1651,masalah,125
1652,seluruh,21
1653,bengkak,20
1654,dungu,25
1655,kemenhub,17
1656,gelap,12
1657,treatmentnya,1
1658,istirahat,90
1659,disease,194
1660,medan,67
1661,komentar,53
1662,jerinx,4
1663,komunikasi,160
1664,politik,294
1665,ap2friends,2
1666,kualanamu,2
1667,international,19
1668,airport,6
1669,kno,3
1670,work,34
1671,from,196
1672,pertamina,104
1673,pasok,36
1674,migas,16
1675,breakingnews,11
1676,nangkapnya,1
1677,sarkas,9
1678,liga,40
1679,suspend,1
1680,spanyol,28
1681,istana,49
1682,wajib,375
1683,cenderung,57
1684,abai,178
1685,sumber2,4
1686,mute,5
1687,singapura,97
1688,preventif,22
1689,promosi,28
1690,wisata,178
1691,cengengesan,4
1692,persis,13
1693,simpson,1
1694,akumulatif,68
1695,graha,72
1696,sulit,303
1697,suka,230
1698,tegas,123
1699,cukongdimanjarakyatdiperas,6
1700,lawancovid19,133
1701,banda,62
1702,wali,175
1703,nomor,244
1704,langar,285
1705,identitas,16
1706,bayar,455
1707,partaipdip,1
1708,pangil,28
1709,jelas,138
1710,skenario,252
1711,jangka,46
1712,pendek,25
1713,satgascovid19,1
1714,jenazah,93
1715,unjuk,13
1716,virtual,115
1717,pra,46
1718,gugat,19
1719,jum,60
1720,08,31
1721,16,143
1722,tikum,1
1723,aksi,130
1724,rom,2
1725,zom,25
1726,meting,19
1727,ustaz,25
1728,edy,10
1729,mulyadi,8
1730,pangabean,1
1731,reg,2
1732,085270562145,1
1733,duta,41
1734,bilateral,2
1735,kamboja,3
1736,tuai,29
1737,redaksi,19
1738,divhumaspolri,22
1739,humaspoldabanten,7
1740,polrescilegon,2
1741,humaspolrescilegon,2
1742,polripromoter,99
1743,imbauanpolri,1
1744,polrihumanis,19
1745,30,244
1746,milyar,26
1747,sekretaris,52
1748,ikhsan,1
1749,ahyat,1
1750,monardo,51
1751,juliaribatubara,90
1752,order,14
1753,es,7
1754,sop,46
1755,buah,48
1756,60,130
1757,produk,83
1758,beban,294
1759,folow,16
1760,propertynbank,1
1761,magz,1
1762,menkeu,37
1763,fakta,160
1764,ungkap,37
1765,keri,35
1766,depok,98
1767,town,2
1768,square,7
1769,lipomals,2
1770,guys,97
1771,grudukan,1
1772,lambat,154
1773,klihatanya,1
1774,pakde,14
1775,alon2,1
1776,load,8
1777,kasat,11
1778,morowali,17
1779,play,34
1780,station,32
1781,kaur,5
1782,mintu,1
1783,sat,47
1784,asmuliadi,1
1785,witaponda,11
1786,junaidi,4
1787,maliang,1
1788,emea,1
1789,naik,460
1790,bakar,135
1791,minyak,158
1792,terjun,31
1793,psi,43
1794,id,140
1795,korupsi,177
1796,fahrihamzah,5
1797,indonesiadikuasaimafia,1
1798,klaten,94
1799,juwiring,8
1800,rapat,225
1801,kordinasi,260
1802,perihal,54
1803,beri,124
1804,kodimklaten,7
1805,koremsolo,4
1806,kodamiv,4
1807,sukamta,11
1808,wacana,125
1809,relaksasi,177
1810,tunjuk,59
1811,smartphone,4
1812,bumnatasicorona,3
1813,bumnuntukindonesia,26
1814,tenang,125
1815,huni,46
1816,tana,23
1817,tidung,38
1818,tanatidung2017,1
1819,linglung,6
1820,plin,66
1821,plan,82
1822,ucap,41
1823,keluh,123
1824,biaya,578
1825,swab,233
1826,nila,59
1827,rp2,12
1828,senior,16
1829,chatibasri,2
1830,mantan,40
1831,frans,4
1832,kemenkeuri,88
1833,kejar,57
1834,research,8
1835,ala,37
1836,wisma,31
1837,atlet,30
1838,bangun,319
1839,jagaindonesia,1
1840,pq,1
1841,quotient,2
1842,nontunai,3
1843,rocky,18
1844,gerung,12
1845,awam,23
1846,ingat,185
1847,alahu,4
1848,akbar,11
1849,buruk,170
1850,bingungpak,1
1851,juli,306
1852,sirna,8
1853,terbit,161
1854,optimal,73
1855,dongko,3
1856,situasi,495
1857,py,3
1858,ego,35
1859,peluang,55
1860,hoaks,172
1861,miskom,1
1862,jokower,2
1863,dibanding2ke,1
1864,sangkut,20
1865,bandar,42
1866,meter,23
1867,kasus,63
1868,fluktuatif,14
1869,kaya,16
1870,habis,260
1871,setop,7
1872,please,56
1873,like,33
1874,ment,10
1875,sumarecon,8
1876,mutiara,6
1877,makasar,117
1878,ops,42
1879,ketupat,46
1880,lodaya,18
1881,ombudsmanri137,5
1882,ombudsman,29
1883,responsif,11
1884,kolaborasi,74
1885,kelompok,109
1886,realisasi,105
1887,kot,4
1888,awasiangarancovid,1
1889,awasibansos,1
1890,blora,16
1891,waisak2020,1
1892,pemkablora,2
1893,okoh,1
1894,laparkomunitas,1
1895,harmoni,2
1896,cegahcovid19,42
1897,salingjaga,4
1898,sulselawancorona,1
1899,demokrasi,131
1900,pluralisme,1
1901,pendidikanrakyat,1
1902,anang,4
1903,risgianto,1
1904,tiyuhrumbih,1
1905,kabarwaykanan,1
1906,roda,89
1907,protap,28
1908,bantun,5
1909,alat,346
1910,pasar2,7
1911,masykur,2
1912,biro,10
1913,humas,167
1914,kemanaker,1
1915,084,3
1916,593,1
1917,insightalenta,2
1918,normalin,2
1919,jenis,84
1920,stres,65
1921,kemudi,13
1922,kredit,96
1923,restrukturisasi,27
1924,smartnews,20
1925,ekonomibisnis,2
1926,lurus,18
1927,garis,24
1928,gugustugas,7
1929,wsb,5
1930,kemkominfo,14
1931,gandung,1
1932,pardiman,1
1933,monev,5
1934,yourdailysuport,1
1935,createwarmthnotharm,1
1936,kendala,32
1937,janda,9
1938,lingkarjatim,4
1939,pademi,51
1940,sahabatbahasa,6
1941,relokasi,12
1942,balai,65
1943,batal,173
1944,musikalisasi,1
1945,puisi,8
1946,asalamualaikum,49
1947,alaikum,16
1948,warohmatulohi,2
1949,wabarakatuh,5
1950,insya,31
1951,salatiga,20
1952,jelang,119
1953,idul,245
1954,fitri,232
1955,yuliyanto,3
1956,yield,2
1957,tajam,36
1958,asean,37
1959,konstraksi,1
1960,pasang,103
1961,penularanx,1
1962,singkawang,7
1963,publisherstory,26
1964,09,33
1965,jodog,3
1966,gilangharjo,2
1967,pandak,3
1968,cherli,1
1969,evi,2
1970,hery,11
1971,susanto,9
1972,terentang,25
1973,preventifcegahcovid19,28
1974,polsekterentang,33
1975,lancar,77
1976,irwanst,11
1977,katolik,131
1978,43,40
1979,akuntabel,27
1980,hengky,9
1981,simorangkir,10
1982,sls,8
1983,peransertanya,1
1984,personil,227
1985,gabe,4
1986,naingolan,7
1987,bambang,138
1988,hasmiyanto,10
1989,stan,3
1990,can,9
1991,imajinasi,1
1992,spmb,1
1993,bgtsampe,1
1994,timbang,178
1995,kontraproduktif,6
1996,ukhtifilah,1
1997,bulansejak,1
1998,sigap,59
1999,gencar,98
2000,juragan,6
2001,tarif,82
2002,subsidi,193
2003,aiptu,244
2004,syahrial,3
2005,bhabin,38
2006,labuh,42
2007,saudara,162
2008,gonta,9
2009,disiplino,1
2010,dhisik,1
2011,ikulo,1
2012,dadi,14
2013,teko,11
2014,ngae,2
2015,sing,52
2016,ngarai,3
2017,emosyi,1
2018,berjama,5
2019,ah,118
2020,heran,114
2021,onok,6
2022,ta,30
2023,pocari,1
2024,sweat,1
2025,run,2
2026,lari,25
2027,pikobar,3
2028,pocarid,1
2029,mtvnad,2
2030,mitigasi,65
2031,megaproyek,1
2032,legal,12
2033,dedi,7
2034,diskresi,1
2035,kades,28
2036,meyediakan,2
2037,saking,17
2038,kontradiktif,6
2039,solve,2
2040,safety,20
2041,life,63
2042,asa,78
2043,main,290
2044,keluarwasalam,1
2045,rp7,5
2046,novel,23
2047,2019,146
2048,umur,41
2049,lawanhoax,1
2050,pemkotblitar,2
2051,leonardsinambela,2
2052,kemenhub151,29
2053,aniesbaswedan,56
2054,ridwan,53
2055,kamil,51
2056,ganjarpranowo,67
2057,pantuhi,1
2058,were,2
2059,lucky,3
2060,bu,74
2061,bobrok,14
2062,manage,2
2063,lembangnews,4
2064,31,81
2065,iring,79
2066,leonard,1
2067,sinambela,2
2068,plt,34
2069,penandatanganan,5
2070,ketidakbecusan,10
2071,limpah,6
2072,anieskeren,1
2073,aniestopleader,2
2074,polriuntuknegeri,16
2075,polribantucegahcorona,12
2076,polrestebo,1
2077,tangap,267
2078,padat,386
2079,karya,388
2080,bagikn,1
2081,pndtang,1
2082,sikap,257
2083,prihal,3
2084,halo,203
2085,sobatkom,19
2086,alir,28
2087,bansosembako,1
2088,bansostunai,1
2089,kartusembako,1
2090,siksa,4
2091,lipat,27
2092,120rb,1
2093,293rb,1
2094,sengsara,23
2095,pers,109
2096,simpang,48
2097,travel,22
2098,agent,1
2099,calon,84
2100,buku,45
2101,tata,84
2102,lumayan,50
2103,sudut,38
2104,pandang,96
2105,bakcground,1
2106,isipol,1
2107,eh,219
2108,fraksipksdpri,3
2109,psrebo,1
2110,hnwahid,1
2111,mardanialisera,8
2112,sohibuliman,4
2113,pulangkampung,3
2114,laranganmudik,1
2115,kam,108
2116,jps,47
2117,sibuk,154
2118,konsentrasi,26
2119,tangkis,2
2120,qunut,1
2121,aplakisi,1
2122,ntmc,4
2123,jafrey,2
2124,bongkar,21
2125,gabung,129
2126,panit,11
2127,alim,4
2128,perangkat,66
2129,staf,79
2130,caturtungal,2
2131,rel,9
2132,transpotasi,3
2133,majelis,258
2134,musyawarat,143
2135,daging,12
2136,sapi,4
2137,ayam,16
2138,jdinya,2
2139,omong,69
2140,ksong,1
2141,byar,5
2142,fe,3
2143,formula,12
2144,e,172
2145,otak,166
2146,kuta,53
2147,raja,48
2148,lokasi,92
2149,menghibau,7
2150,baran,6
2151,indonesiatangapcorona,37
2152,ketuk,4
2153,pandai,3
2154,semester,28
2155,literasi,8
2156,sebut,119
2157,kuota,39
2158,internet,50
2159,gb,8
2160,tipu,27
2161,bawah,21
2162,podo,19
2163,bakul,1
2164,propinsi,35
2165,nyatanyayang,1
2166,defisit,51
2167,februari,25
2168,mlebu,3
2169,sek,23
2170,leha,6
2171,mongo,22
2172,njenengan,4
2173,kulo,4
2174,pamit,4
2175,pindah,54
2176,planet,3
2177,rumiyin,1
2178,mobilitas,13
2179,kawanpajak,32
2180,rsui,3
2181,rawat,210
2182,inap,17
2183,kriteria,60
2184,odp,170
2185,intelijen,13
2186,laboratorium,79
2187,akademi,4
2188,ugm,22
2189,isi,160
2190,batu,115
2191,bara,14
2192,honor,10
2193,aksesco,1
2194,siang,83
2195,ketidaknyamananya,17
2196,mekanisme,40
2197,libat,150
2198,pedoman,73
2199,lab,37
2200,ruang,143
2201,perut,16
2202,oposisi,54
2203,iasers,1
2204,how,12
2205,is,40
2206,your,49
2207,ojeg,1
2208,sunguh,147
2209,rata,56
2210,tindak,325
2211,lanjut,166
2212,pajak,402
2213,briptu,12
2214,piket,38
2215,kompi,17
2216,batalyon,20
2217,pelopor,24
2218,harkamtibmas,6
2219,buana,6
2220,matabrantai,2
2221,inisiatif,37
2222,lahir,74
2223,lamban,43
2224,timpah,1
2225,pinrang,5
2226,irwan,28
2227,salam,90
2228,ganjarbelajarlah,1
2229,syukur,97
2230,alhamdulilah,134
2231,tulus,5
2232,ikhlas,20
2233,kucil,4
2234,kontak,60
2235,fisik,72
2236,bandel,127
2237,dengen,1
2238,keringanan,1
2239,cekek,1
2240,pidato,9
2241,subsidialah,1
2242,sudahin,1
2243,lap,6
2244,sisir,10
2245,pt,175
2246,repower,4
2247,tbk,47
2248,berinisiaif,1
2249,scroling,2
2250,lini,38
2251,apdetan,2
2252,batin,43
2253,pemberitahuan,147
2254,rupa,7
2255,pancing,14
2256,ribut,51
2257,kasar,8
2258,bodobisa,1
2259,seleksi,49
2260,taraweh,5
2261,sidoarjo,75
2262,mangis,1
2263,manis,18
2264,sok,146
2265,cebong,14
2266,onlineindo,18
2267,turut,126
2268,mu,58
2269,dokter,368
2270,pbidi,7
2271,apresisai,1
2272,fasilitas,241
2273,api,17
2274,kai121,2
2275,raker,10
2276,bangar,18
2277,fraksi,107
2278,potensial,7
2279,konstitusi,12
2280,istikamah,6
2281,fao,6
2282,saran,172
2283,sistem,204
2284,tanguh,119
2285,analisa,11
2286,intervensi,29
2287,agresif,18
2288,diliterasikan,1
2289,tren,72
2290,wujud,187
2291,lantas,66
2292,sungai,72
2293,kakap,45
2294,asep,5
2295,den,7
2296,ardiansyah,4
2297,brosur,13
2298,upgrading,2
2299,hem,75
2300,fisioterapi,2
2301,rangkai,31
2302,kunjung,144
2303,prokomkukar,7
2304,kartanegara,26
2305,lewat,62
2306,desak,163
2307,ayobersamakitacegahpenularancorona,1
2308,rp3,5
2309,konsumer,1
2310,otomotif,7
2311,mitra,47
2312,pinasthika,1
2313,mustika,1
2314,mpmulia,1
2315,promo,13
2316,diskon,42
2317,wisawatan,1
2318,selebrasi,2
2319,sembub,1
2320,adu,51
2321,ngeralat,1
2322,kemenkes,74
2323,belaga,17
2324,pahlwan,1
2325,memgwrti,1
2326,komen,47
2327,zaman,19
2328,ambang,8
2329,cela,9
2330,jalur,46
2331,bilah,24
2332,hulu,44
2333,silaturahmi,156
2334,aek,18
2335,nabara,6
2336,oktober,18
2337,realita,16
2338,haha,100
2339,kb,22
2340,busuk,18
2341,buntut,5
2342,citapen,1
2343,cihampelas,3
2344,nomak,4
2345,yaman,2
2346,jasa,83
2347,recokin,1
2348,yen,9
2349,volunter,3
2350,contributes,1
2351,to,127
2352,fighting,3
2353,in,89
2354,youtube,72
2355,utus,2
2356,sarumaha,1
2357,batam,37
2358,amburadul,41
2359,kejut,16
2360,kalang,82
2361,kampanye,86
2362,gigi,9
2363,intinyatergantung,1
2364,kalian,3
2365,gatal,6
2366,koar,92
2367,ngebuka,8
2368,weh,13
2369,people,26
2370,handbok,1
2371,perwalkot,1
2372,publikasi,24
2373,pariwisata,194
2374,lombok,25
2375,kebumen,20
2376,selalusehat,2
2377,kebumenlawancorona,2
2378,gayo,3
2379,lues,2
2380,betapa,33
2381,pedih,2
2382,rela,52
2383,haru,4
2384,kp,57
2385,ih,222
2386,2013,1
2387,rutine,1
2388,nelayan,40
2389,sekala,6
2390,sengaja,106
2391,wahyudi,6
2392,terminal,25
2393,aksiberantascovid19,2
2394,lacak,54
2395,kominfo,24
2396,tanjung,59
2397,morawa,13
2398,amal,36
2399,mak,68
2400,penyeberaran,10
2401,polresta,42
2402,pontianak,27
2403,infopontianak,1
2404,pontianakinformasi,1
2405,kalimantanbarat,1
2406,proses,158
2407,ada,236
2408,barang,78
2409,transparansi,37
2410,akuntabilitas,34
2411,pbj,5
2412,vi,55
2413,ratna,6
2414,juwita,7
2415,produksi,209
2416,sms,3
2417,are,12
2418,serious,2
2419,mengatasnamakan,9
2420,reposted,132
2421,nakes,159
2422,rsu,4
2423,opsi,46
2424,tetaplaj,1
2425,humaspolreskebumen,2
2426,98,15
2427,tumbang,15
2428,aduanbrti,1
2429,link,73
2430,insentif,438
2431,personel,116
2432,kuaro,3
2433,polisindonesia,40
2434,polrihadiruntuknegeri,7
2435,pakaimasker,47
2436,todayilearn,1
2437,ebola,10
2438,amerika,81
2439,serikat,46
2440,framing2,2
2441,sesat,29
2442,pojok,16
2443,lain,5
2444,puja,7
2445,muja,1
2446,gaberner,1
2447,olah,90
2448,msaid,7
2449,didu,20
2450,pempus,14
2451,perarturan,1
2452,konsistensi,14
2453,reformasi,15
2454,core,11
2455,muhamad,33
2456,ishak,2
2457,razak,1
2458,antaranews,3
2459,habib,18
2460,husein,3
2461,bin,49
2462,thoha,1
2463,baqil,1
2464,tuban,23
2465,salapian,8
2466,ahmad,63
2467,waryanto,5
2468,sambang,339
2469,kutagajah,3
2470,pustu,1
2471,jangkit,110
2472,itu,28
2473,existing,1
2474,15juta,2
2475,weling,1
2476,suram,2
2477,turutigabuka,1
2478,kita,19
2479,apri,1
2480,sujadi,1
2481,belitoyotadarirumah,2
2482,toyotadauntukanda,2
2483,toyota,8
2484,sedihliat,1
2485,rasa,142
2486,kokgak,1
2487,empati,32
2488,bom,14
2489,tagar,104
2490,mngedukasi,2
2491,dbuka,2
2492,pnjabaran,1
2493,tntng,10
2494,pngendalian,2
2495,pncegahan,5
2496,pnyebaran,6
2497,diruamahaja,15
2498,putusrantaipenularan,40
2499,lamtim,40
2500,zaifulbokhari,80
2501,bangzaiful,40
2502,podcast,16
2503,horor,4
2504,ditanyain,4
2505,merdeka,80
2506,bpmi,3
2507,keb,3
2508,eko,14
2509,timbul,147
2510,tangsel,35
2511,rasionalisasi,5
2512,organisasi,147
2513,opd,11
2514,terpercayaditati,1
2515,ajur,23
2516,gentar,3
2517,eventku,1
2518,movement,6
2519,festival,5
2520,27,157
2521,23,199
2522,instagram,50
2523,eventkuid,1
2524,makah,14
2525,masjidil,4
2526,haram,7
2527,dibolehin,8
2528,doang,133
2529,leyeh,2
2530,angkuh,4
2531,gbakal,1
2532,sekrg,6
2533,laba,14
2534,enjoy,3
2535,angkut,34
2536,alvin,5
2537,lie,5
2538,harvard,4
2539,landa,133
2540,tranportasi,10
2541,go,41
2542,jek,3
2543,ruas,14
2544,buruh,207
2545,kecap,4
2546,click,5
2547,se,17
2548,also,14
2549,subhan,2
2550,syah,5
2551,pemdes,18
2552,selalong,2
2553,sampai,21
2554,polresekadau,10
2555,polseksekadauhilir,5
2556,sekadaulawancorona,8
2557,instansi,179
2558,samarinda,21
2559,smr,1
2560,smd,4
2561,kode,10
2562,01,74
2563,02,63
2564,saksi,35
2565,dialog,25
2566,noken,1
2567,urai,8
2568,lensa,5
2569,wit,7
2570,teluk,21
2571,mengkudu,4
2572,bersatulawancorona,8
2573,dadak,28
2574,libur,113
2575,jatenglawancorona,26
2576,bersamalawancorona,108
2577,lebihbaikdirumahsaja,1
2578,bawang,86
2579,blp,39
2580,banjarnegara,52
2581,bubar,106
2582,pemimpintakpunyahati,1
2583,subarkah,3
2584,dialogis,115
2585,pucang,3
2586,sembilan,16
2587,puluh,83
2588,super,21
2589,edi,14
2590,margianto,2
2591,kaling,3
2592,loloan,2
2593,lotim,4
2594,jembrana,2
2595,muztahidin,1
2596,mancla,1
2597,janani,13
2598,imbauan2,2
2599,kunci,118
2600,komponen,47
2601,mayarakat,5
2602,inga,1
2603,bapindah,1
2604,torng,1
2605,mikirna,1
2606,konyol,32
2607,ngahadapi,1
2608,19teh,1
2609,statistik,44
2610,statistics,9
2611,statistikjabar,1
2612,ribet,33
2613,statmin,4
2614,sahabatdata,6
2615,for,81
2616,information,35
2617,thailand,29
2618,persen,146
2619,hamdalah,3
2620,parah,162
2621,usut,13
2622,masa,59
2623,dominan,5
2624,ngeprioritasin,1
2625,lulus,18
2626,bumngotongroyong,46
2627,top,25
2628,mantapresiden,4
2629,ketat,241
2630,bundesligastv,1
2631,ditlantaspoldajateng,2
2632,satlantaswonogiri,1
2633,infocegatanwonogiri,3
2634,lalulintaswonogiri,3
2635,kabarpolisi,4
2636,bersatutangkalcorona,5
2637,morotai,2
2638,repid,5
2639,oleh,40
2640,indikasi,45
2641,keren,75
2642,kryd,11
2643,meranti,22
2644,tegak,46
2645,khilafah,14
2646,islam,173
2647,islamrahmatanlilalamin,4
2648,gencar2nya,2
2649,pauk,1
2650,hidupsehat,2
2651,ibadahdirumah,2
2652,nyaman,50
2653,manajemen,70
2654,bar,23
2655,trengalekmeroket,1
2656,conference,23
2657,kantor,370
2658,hacker,5
2659,curi,12
2660,34,65
2661,situs,78
2662,web,14
2663,teknologi,81
2664,cik,8
2665,kiah,2
2666,gelut,7
2667,bil,4
2668,ekor,7
2669,kesan,44
2670,ringit,3
2671,boleh,91
2672,sewa,19
2673,letak,20
2674,meja,3
2675,danpemasangan,1
2676,katis,9
2677,humaspolsek,5
2678,simpangkatis,5
2679,polresbangkatengah,6
2680,poldababel,11
2681,petani2,1
2682,ngrasa,6
2683,panen,20
2684,baput,1
2685,horeca,1
2686,efek,103
2687,tiket,27
2688,pesawat,51
2689,sepi,37
2690,diframe,1
2691,aktivis2,1
2692,bekas,126
2693,avigan,30
2694,klorokuin,11
2695,redam,62
2696,balik,46
2697,humasaceh,8
2698,hitung,116
2699,7t,1
2700,dipksakan,1
2701,aloksinya,1
2702,tktkan,1
2703,mubazir,2
2704,dawan,1
2705,diky,1
2706,nasihat,14
2707,patah,11
2708,universal,2
2709,basic,3
2710,ine,9
2711,dear,27
2712,admin,23
2713,ibukota,26
2714,pagi,148
2715,blnan,1
2716,mbanyol,1
2717,stabilitas,81
2718,atm,16
2719,jabodetabek,44
2720,scuba,3
2721,populer,12
2722,rekomendasi,56
2723,kain,31
2724,maker,1
2725,besama,1
2726,gunakanmasker,30
2727,ayoikutiaturan,8
2728,penyeberan,5
2729,opertional,2
2730,diskusi,105
2731,dep,4
2732,sandiaga,19
2733,uno,14
2734,soesatyo,58
2735,ring,4
2736,pirsa,2
2737,demi,99
2738,check,35
2739,zalim,19
2740,123,33
2741,tempuh,16
2742,muka,111
2743,bumi,93
2744,redeb,9
2745,talk,32
2746,show,13
2747,galang,71
2748,nitizen,5
2749,serentak,70
2750,rau,12
2751,mantap,77
2752,umbulharjo,5
2753,dihimbau,34
2754,resep,10
2755,180,11
2756,bahadopi,1
2757,semuapedulicovid19,74
2758,tundamudikjogjasehat,82
2759,dirumahajadulu,81
2760,ancam,177
2761,bikini,3
2762,botom,3
2763,pati,14
2764,saiful,8
2765,arifin,11
2766,halaman,71
2767,bluebird,4
2768,tegur,29
2769,caranyahanya,1
2770,dalih,35
2771,tiru,34
2772,vietnam,70
2773,israel,9
2774,palestina,6
2775,korsel,40
2776,belitoyotadarirumahaja,1
2777,zig,1
2778,zag,1
2779,komitmen,159
2780,bukhori,5
2781,kanalindonesia,2
2782,hindarikerumunan,13
2783,cucitangan,19
2784,jagadiri,10
2785,jagakeluarga,10
2786,disamapikan,1
2787,siswa,66
2788,ini,11
2789,giring,22
2790,opini,81
2791,sindir,22
2792,kacau,98
2793,dapur,35
2794,distrik,93
2795,bantul,45
2796,0729,2
2797,kodimbantul,4
2798,bos,65
2799,aparat,169
2800,bayak,4
2801,ulama,207
2802,cerah,29
2803,jogowargojogonegoro,28
2804,ayojogojeporo,28
2805,bersamakitabisa,32
2806,blue,34
2807,light,23
2808,patrol,23
2809,jepara,73
2810,cafe,40
2811,potroyudan,2
2812,staycationathumz,1
2813,sabar,110
2814,dulukalau,1
2815,angkring,7
2816,pemuda,73
2817,dilaksnakan,2
2818,arya,5
2819,d,75
2820,baterai,2
2821,galaxym31,1
2822,andal,51
2823,sobatantilowbat,1
2824,ngabuburit,9
2825,samsungid,1
2826,sekira,6
2827,kongres,3
2828,refly,9
2829,harun,10
2830,ham,49
2831,kecam,19
2832,tembus,64
2833,kucur,46
2834,modal,88
2835,veteran,1
2836,denyut,3
2837,sgbk,3
2838,gangu,79
2839,wonogiri,9
2840,polreswonogiri,4
2841,togel,12
2842,kicau,4
2843,desi,4
2844,influenser,2
2845,cikal,1
2846,kompleks,16
2847,kumpul2,20
2848,tadarus,4
2849,bareng,89
2850,nerapin,32
2851,nganjurin,3
2852,ketarketir,1
2853,emis,16
2854,ajaib,14
2855,duni,1
2856,kenap,1
2857,protokoler,62
2858,cita,23
2859,berita7,16
2860,antar,19
2861,noncovid,1
2862,jlnkan,1
2863,ventilator,37
2864,coronalert,2
2865,bersamalawancovid19,34
2866,bersamakitabisacegahcovid19,3
2867,sukur,3
2868,nababan,2
2869,gotongroyonglawancorona,5
2870,italia,27
2871,cuek,33
2872,inforaka,13
2873,367,8
2874,ting,10
2875,gendeng,4
2876,gaco,1
2877,nyocot,1
2878,cok,13
2879,kembali,64
2880,tangul,5
2881,memteri,1
2882,melidungi,1
2883,integral,1
2884,bersamamelawancovid19,5
2885,ramadhandirumahaja,9
2886,polriuntukindonesia,45
2887,humaspoldantb,7
2888,humaspolreslobar,5
2889,sengigi,2
2890,ojomudik,2
2891,tindih,30
2892,tagan,11
2893,gaya,44
2894,gunung,69
2895,tabur,19
2896,temanpemilih,9
2897,kpujabarlawancovid19,1
2898,akursauyunan,1
2899,disiplinkuncihadaorona,2
2900,vandana,2
2901,shiva,1
2902,treating,1
2903,war,8
2904,not,28
2905,kawanlaut,7
2906,tol,48
2907,insinyur,13
2908,akhyar,4
2909,nasution,5
2910,cerdas,60
2911,videobphn,1
2912,kumham,5
2913,penyuluhanhukum,2
2914,kemenkumham,10
2915,sum,2
2916,kumhampasti,25
2917,cerdashukum,3
2918,kalimantan,132
2919,rp810,1
2920,survivabilitas,2
2921,canang,45
2922,terpa,11
2923,muhadjir,33
2924,trisula,1
2925,cetak,49
2926,analisis,26
2927,mc,111
2928,cermat,43
2929,budaya,119
2930,efendy,21
2931,sars,27
2932,cov,26
2933,katingan,5
2934,sugeng,17
2935,prayetno,1
2936,bukit,13
2937,awet,4
2938,mulia,20
2939,cuti,36
2940,viral,48
2941,menhubmundurlah,2
2942,padang,47
2943,polymerase,40
2944,chain,40
2945,reaction,38
2946,mahyeldi,1
2947,ansharulah,1
2948,arab,166
2949,saudi,194
2950,haji,398
2951,kemenagkalteng,1
2952,kemenagnt,1
